,CustomerId,Balance,NumOfProducts,HasCrCard,Tenure_x,IsActiveMember,Exited,CreditScore,Geography,Gender,Age,EstimatedSalary,Age Group,Tenure Group,Salary Group,Balance Group,Credit score Group
8564,15584704,71083,1,0,10,0,0,519,France,Male,48,137959,Working class,Long term cust,High earner,low balance,Good score
8565,15749068,139625,1,0,9,0,1,632,France,Female,40,93702,Working class,Long term cust,Fair earner,low balance,Good score
8566,15622985,0,1,0,4,0,1,679,France,Female,39,172939,Working class,Short term cust,High earner,Very low balance,High score
8567,15587676,0,1,1,9,1,0,699,France,Male,30,108162,Working class,Long term cust,High earner,Very low balance,High score
8568,15779496,81564,2,1,0,1,0,615,France,Male,64,35896,Working class,Short term cust,low earner,low balance,Good score
8569,15733460,0,2,1,9,1,0,622,Spain,Male,36,104852,Working class,Long term cust,High earner,Very low balance,Good score
8570,15711457,124540,1,1,7,1,0,755,France,Female,28,188850,Student,Long term cust,High earner,low balance,High score
8571,15795290,133616,1,0,2,0,0,767,France,Female,42,28615,Working class,Short term cust,low earner,low balance,High score
8572,15611223,101648,2,0,10,0,0,752,Germany,Female,38,172001,Working class,Long term cust,High earner,low balance,High score
8573,15794159,124281,1,1,8,1,0,633,France,Female,26,60116,Student,Long term cust,Fair earner,low balance,Good score
8574,15780677,0,2,1,4,1,0,717,France,Female,59,170528,Working class,Short term cust,High earner,Very low balance,High score
8575,15690175,0,2,0,0,0,0,585,Spain,Male,45,189683,Working class,Short term cust,High earner,Very low balance,Good score
8576,15722599,183613,2,0,9,0,0,751,France,Female,37,49734,Working class,Long term cust,low earner,Fair balance,High score
8577,15569976,136186,1,1,1,1,1,754,Germany,Male,65,121529,Retired,Short term cust,High earner,low balance,High score
8578,15707011,137682,1,0,10,0,0,495,France,Male,47,71071,Working class,Long term cust,Fair earner,low balance,Good score
8579,15702277,106005,1,1,4,1,0,650,France,Male,34,142995,Working class,Short term cust,High earner,low balance,High score
8580,15801915,152310,1,0,6,0,0,529,France,Female,31,13054,Working class,Long term cust,low earner,Fair balance,Good score
8581,15580213,0,2,0,2,0,0,585,France,Female,43,89402,Working class,Short term cust,Fair earner,Very low balance,Good score
8582,15637947,134446,1,1,1,1,0,668,Spain,Male,32,111241,Working class,Short term cust,High earner,low balance,High score
8583,15715888,142289,1,1,2,1,0,591,France,Female,38,119638,Working class,Short term cust,High earner,low balance,Good score
8584,15732967,0,2,1,6,1,0,731,France,Male,19,151581,Student,Long term cust,High earner,Very low balance,High score
8585,15737047,0,1,0,6,0,1,754,France,Female,45,73881,Working class,Long term cust,Fair earner,Very low balance,High score
8586,15694039,149003,2,0,9,0,0,650,Germany,Female,46,176902,Working class,Long term cust,High earner,low balance,High score
8587,15649457,131341,2,1,2,1,0,588,Germany,Male,41,7034,Working class,Short term cust,low earner,low balance,Good score
8588,15742809,77919,1,0,7,0,0,712,Spain,Female,29,122547,Student,Long term cust,High earner,low balance,High score
8589,15637829,0,2,1,7,1,0,691,France,Female,34,161559,Working class,Long term cust,High earner,Very low balance,High score
8590,15633194,108309,4,1,10,1,1,771,France,Female,41,137510,Working class,Long term cust,High earner,low balance,High score
8591,15611635,0,1,1,6,1,0,678,Spain,Female,39,185366,Working class,Long term cust,High earner,Very low balance,High score
8592,15638774,0,2,0,9,0,0,719,Spain,Female,40,182224,Working class,Long term cust,High earner,Very low balance,High score
8593,15722037,115462,1,1,7,1,0,610,Germany,Male,36,42581,Working class,Long term cust,low earner,low balance,Good score
8594,15672930,0,2,0,9,0,0,722,Spain,Male,37,31921,Working class,Long term cust,low earner,Very low balance,High score
8595,15668774,122739,1,0,5,0,1,758,Germany,Female,23,102460,Student,Short term cust,High earner,low balance,High score
8596,15780966,0,2,0,2,0,0,709,France,Female,32,109681,Working class,Short term cust,High earner,Very low balance,High score
8597,15659694,113781,2,1,3,1,1,634,Germany,Female,53,106345,Working class,Short term cust,High earner,low balance,Good score
8598,15624424,0,2,1,1,1,0,678,Spain,Female,49,102472,Working class,Short term cust,High earner,Very low balance,High score
8599,15708713,0,2,1,3,1,0,633,France,Male,35,36249,Working class,Short term cust,low earner,Very low balance,Good score
8600,15755405,128284,1,0,9,0,1,710,France,Male,43,32996,Working class,Long term cust,low earner,low balance,High score
8601,15647570,120591,1,0,8,0,0,640,Germany,Male,45,195123,Working class,Long term cust,High earner,low balance,Good score
8602,15684348,0,2,1,8,1,0,656,France,Male,63,57014,Working class,Long term cust,Fair earner,Very low balance,High score
8603,15702541,166968,1,0,2,0,1,551,France,Female,59,159483,Working class,Short term cust,High earner,Fair balance,Good score
8604,15646942,0,2,0,7,0,0,786,Spain,Female,39,100929,Working class,Long term cust,High earner,Very low balance,High score
8605,15748920,0,2,1,8,1,0,561,France,Female,49,12513,Working class,Long term cust,low earner,Very low balance,Good score
8606,15694581,0,2,1,5,1,0,807,Spain,Male,42,74900,Working class,Short term cust,Fair earner,Very low balance,High score
8607,15643215,71667,2,0,2,0,0,602,Germany,Male,38,137111,Working class,Short term cust,High earner,low balance,Good score
8608,15649060,82729,2,0,3,0,0,727,Germany,Female,31,60212,Working class,Short term cust,Fair earner,low balance,High score
8609,15774258,0,2,1,1,1,0,678,France,Male,40,187343,Working class,Short term cust,High earner,Very low balance,High score
8610,15731553,0,2,0,8,0,0,730,France,Male,23,183284,Student,Long term cust,High earner,Very low balance,High score
8611,15617029,0,2,0,1,0,0,596,Spain,Female,30,8125,Working class,Short term cust,low earner,Very low balance,Good score
8612,15780716,129626,2,1,3,1,0,686,Germany,Male,39,103220,Working class,Short term cust,High earner,low balance,High score
8613,15577018,114035,1,0,2,0,0,684,Germany,Female,26,96885,Student,Short term cust,Fair earner,low balance,High score
8614,15809515,151922,1,0,1,0,0,797,Germany,Male,32,8877,Working class,Short term cust,low earner,Fair balance,High score
8615,15789924,0,1,1,4,1,0,658,France,Female,39,147530,Working class,Short term cust,High earner,Very low balance,High score
8616,15725076,107751,2,1,6,1,0,653,Spain,Female,27,33389,Student,Long term cust,low earner,low balance,High score
8617,15672481,0,2,0,6,0,0,641,France,Male,37,45309,Working class,Long term cust,low earner,Very low balance,Good score
8618,15574115,101179,2,1,6,1,0,656,Spain,Female,41,35230,Working class,Long term cust,low earner,low balance,High score
8619,15661830,0,2,1,6,1,0,750,Spain,Female,36,59816,Working class,Long term cust,Fair earner,Very low balance,High score
8620,15665879,0,2,1,8,1,0,768,France,Female,40,69080,Working class,Long term cust,Fair earner,Very low balance,High score
8621,15673820,0,2,0,7,0,0,568,France,Male,33,143450,Working class,Long term cust,High earner,Very low balance,Good score
8622,15747772,58571,2,0,9,0,0,706,Germany,Male,36,40774,Working class,Long term cust,low earner,low balance,High score
8623,15666197,153058,1,0,8,0,0,430,Germany,Female,38,99377,Working class,Long term cust,Fair earner,Fair balance,low score
8624,15773639,98270,1,0,4,0,0,745,Germany,Male,35,133617,Working class,Short term cust,High earner,low balance,High score
8625,15581893,130788,1,1,1,1,1,747,France,Male,43,101495,Working class,Short term cust,High earner,low balance,High score
8626,15672447,99165,1,1,7,1,1,657,Germany,Male,40,119333,Working class,Long term cust,High earner,low balance,High score
8627,15777830,0,2,0,4,0,0,639,France,Female,42,167682,Working class,Short term cust,High earner,Very low balance,Good score
8628,15713890,0,2,1,3,1,0,704,France,Male,44,152884,Working class,Short term cust,High earner,Very low balance,High score
8629,15577598,115636,2,0,4,0,0,651,Spain,Male,23,70400,Student,Short term cust,Fair earner,low balance,High score
8630,15786042,185932,2,0,2,0,0,706,Germany,Female,44,65413,Working class,Short term cust,Fair earner,Fair balance,High score
8631,15753462,72549,2,1,2,1,0,632,Germany,Male,30,182728,Working class,Short term cust,High earner,low balance,Good score
8632,15759690,0,2,1,4,1,0,751,France,Male,42,81442,Working class,Short term cust,Fair earner,Very low balance,High score
8633,15801414,0,2,0,2,0,0,767,France,Female,35,144251,Working class,Short term cust,High earner,Very low balance,High score
8634,15656141,0,1,1,5,1,0,741,France,Male,39,40207,Working class,Short term cust,low earner,Very low balance,High score
8635,15608701,121890,1,0,3,0,1,651,Germany,Male,29,54530,Student,Short term cust,Fair earner,low balance,High score
8636,15582892,99786,1,1,2,1,1,601,France,Male,46,32683,Working class,Short term cust,low earner,low balance,Good score
8637,15632967,0,2,1,3,1,0,520,France,Male,34,104703,Working class,Short term cust,High earner,Very low balance,Good score
8638,15587573,115084,2,1,4,1,0,626,Germany,Male,27,26907,Student,Short term cust,low earner,low balance,Good score
8639,15654891,0,2,1,6,1,0,811,France,Male,30,180591,Working class,Long term cust,High earner,Very low balance,High score
8640,15611365,127661,1,0,9,0,0,730,France,Female,32,60905,Working class,Long term cust,Fair earner,low balance,High score
8641,15749103,118907,1,1,4,1,1,604,Germany,Female,47,47777,Working class,Short term cust,low earner,low balance,Good score
8642,15810203,77627,2,0,6,0,0,499,Germany,Female,44,108222,Working class,Long term cust,High earner,low balance,Good score
8643,15813660,160625,1,1,2,1,0,754,Spain,Male,40,3554,Working class,Short term cust,low earner,Fair balance,High score
8644,15605673,0,2,0,8,0,0,716,Spain,Female,29,78616,Student,Long term cust,Fair earner,Very low balance,High score
8645,15669282,124266,1,0,10,0,0,636,France,Female,20,100566,Student,Long term cust,High earner,low balance,Good score
8646,15792726,127974,2,1,8,1,0,470,France,Female,25,183259,Student,Long term cust,High earner,low balance,Good score
8647,15593241,0,2,1,3,1,0,444,France,Male,43,159131,Working class,Short term cust,High earner,Very low balance,low score
8648,15683053,0,1,0,2,0,1,809,Spain,Female,48,160976,Working class,Short term cust,High earner,Very low balance,High score
8649,15632736,104911,2,1,3,1,0,850,Germany,Female,30,42933,Working class,Short term cust,low earner,low balance,High score
8650,15731865,0,2,0,1,0,0,637,France,Male,27,91291,Student,Short term cust,Fair earner,Very low balance,Good score
8651,15760450,0,2,1,1,1,0,512,France,Male,43,52471,Working class,Short term cust,Fair earner,Very low balance,Good score
8652,15787204,110646,1,0,1,0,0,774,Spain,Female,43,108804,Working class,Short term cust,High earner,low balance,High score
8653,15650454,0,2,1,5,1,0,641,France,Male,57,122449,Working class,Short term cust,High earner,Very low balance,Good score
8654,15573730,126704,2,0,6,0,0,586,Germany,Male,42,41682,Working class,Long term cust,low earner,low balance,Good score
8655,15705050,0,2,1,9,1,0,611,France,Male,30,148887,Working class,Long term cust,High earner,Very low balance,Good score
8656,15791342,84560,1,1,1,1,0,660,Spain,Male,31,137784,Working class,Short term cust,High earner,low balance,High score
8657,15684316,0,2,0,9,0,1,532,France,Male,43,190573,Working class,Long term cust,High earner,Very low balance,Good score
8658,15700540,129893,1,0,2,0,0,557,Germany,Female,38,102076,Working class,Short term cust,High earner,low balance,Good score
8659,15770631,167385,1,1,5,1,0,730,Spain,Male,25,56307,Student,Short term cust,Fair earner,Fair balance,High score
8660,15790594,0,2,1,6,1,0,535,France,Female,27,49775,Student,Long term cust,low earner,Very low balance,Good score
8661,15604020,105858,1,1,4,1,0,773,Germany,Female,36,4395,Working class,Short term cust,low earner,low balance,High score
8662,15637599,123070,1,0,4,0,1,510,Germany,Female,44,28461,Working class,Short term cust,low earner,low balance,Good score
8663,15736578,0,1,1,1,1,0,539,France,Male,39,28184,Working class,Short term cust,low earner,Very low balance,Good score
8664,15666332,0,2,1,2,1,0,690,Spain,Female,48,3149,Working class,Short term cust,low earner,Very low balance,High score
8665,15727291,0,2,0,1,0,0,821,France,Female,40,194273,Working class,Short term cust,High earner,Very low balance,High score
8666,15785920,125141,2,1,1,1,0,687,Germany,Male,35,148537,Working class,Short term cust,High earner,low balance,High score
8667,15658987,96173,2,1,4,1,0,557,France,Female,46,116378,Working class,Short term cust,High earner,low balance,Good score
8668,15687719,0,2,1,5,1,0,532,Spain,Female,37,6761,Working class,Short term cust,low earner,Very low balance,Good score
8669,15799641,0,2,0,2,0,0,540,Spain,Male,39,81995,Working class,Short term cust,Fair earner,Very low balance,Good score
8670,15758702,0,2,1,8,1,0,705,France,Female,55,14392,Working class,Long term cust,low earner,Very low balance,High score
8671,15689526,127543,2,0,9,0,1,542,Germany,Female,35,468,Working class,Long term cust,low earner,low balance,Good score
8672,15586848,0,2,0,1,0,0,706,France,Male,38,122379,Working class,Short term cust,High earner,Very low balance,High score
8673,15707637,0,1,0,1,0,1,765,France,Female,56,13228,Working class,Short term cust,low earner,Very low balance,High score
8674,15719426,103101,2,1,8,1,1,529,France,Male,67,154002,Retired,Long term cust,High earner,low balance,Good score
8675,15639265,126113,1,0,7,0,0,714,France,Male,54,112777,Working class,Long term cust,High earner,low balance,High score
8676,15576124,40488,1,0,1,0,0,582,France,Male,41,128528,Working class,Short term cust,High earner,Very low balance,Good score
8677,15757829,137389,2,0,10,0,0,609,Germany,Female,40,170122,Working class,Long term cust,High earner,low balance,Good score
8678,15633227,85146,1,0,9,0,0,518,France,Female,28,2803,Student,Long term cust,low earner,low balance,Good score
8679,15753092,129828,1,1,5,1,1,791,Germany,Male,35,181918,Working class,Short term cust,High earner,low balance,High score
8680,15782939,80214,1,0,4,0,1,747,France,Male,42,115241,Working class,Short term cust,High earner,low balance,High score
8681,15746338,0,2,1,2,1,0,565,France,Female,40,129956,Working class,Short term cust,High earner,Very low balance,Good score
8682,15590676,141796,1,0,1,0,0,735,France,Male,34,45858,Working class,Short term cust,low earner,low balance,High score
8683,15599329,195238,4,1,7,1,1,697,France,Female,49,131083,Working class,Long term cust,High earner,Fair balance,High score
8684,15783097,111348,1,0,6,0,0,813,Germany,Male,27,46422,Student,Long term cust,low earner,low balance,High score
8685,15597885,0,2,1,6,1,0,772,France,Male,43,57675,Working class,Long term cust,Fair earner,Very low balance,High score
8686,15597467,0,2,1,8,1,0,606,France,Female,71,169741,Retired,Long term cust,High earner,Very low balance,Good score
